,title,company,job_info1,vacancy,job_context,job_res,emp_status,edu_req,exp_req,add_req,location,salary,other_bnf,comp_details,job_links
504,Software Engineer (Front-End Developer),Software Engineer (Front-End Developer),n/a,n/a,"Job Context
PTSL team is looking for a Front-End Developer to join our growing team. You are highly motivated, collaborative, and technical, with the passion to help shape the delivery of software products for our customers. You are passionate about development and interested in helping to shape the future of our team.","Job Responsibilities
Adapting interface for modern internet applications using the latest front-end technologies.
Developing application codes and unit tests in Angular Materials , React.Js, Next.Js.
Preceding experience with ReactJS workflows like Flux, Redux, Create React App, data structure libraries
Strong proficiency in JavaScript, object model, DOM manipulation and event handlers, data structures, algorithms, JSX, and Babel
Complete understanding of ReactJS and its main fundamentals like JSX, Virtual DOM, component lifecycle, etc.
Understanding of RESTful APIs, HTML/CSS, ES6 (variables and scoping, array methods), etc.
Great knowledge and experience in developing web and mobile applications
Proficient in working with js framework and libraries
Knowledge of UI/UX design principles
Must have working experience with HTML, CSS, jQuery, JavaScript, and any Front-End framework
Knowledge on Software Development Architecture, Software Development Life Cycle.
Experience using Git and GitHub/Others for source control.
Ability to work on multiple projects by taking full responsibility and leadership role.","Employment Status
Full-time","Educational Requirements
Bachelor of Science (BSc) in Computer Science Engineering","Experience Requirements
1 to 4 year(s)","Additional Requirements
Age 22 to 35 years
Both males and females are allowed to apply","Job Location
Dhaka","Salary
Tk. 30000 - 60000 (Monthly)","Compensation & Other Benefits
Performance bonus, Weekly 2 holidays
Lunch Facilities: Partially Subsidize
Salary Review: Yearly
Festival Bonus: 2","Published On
1 Jan 2023
Company Information
Prime Tech Solutions Ltd.
Address : T.K. Bhaban (7th floor), 13, Kawran Bazar, Dhaka-1215
Web : www.primetechbd.com
Business : Prime Tech is an agile IT services provider based in Bangladesh. The company was founded by a team of enthusiastic IT specialist who wanted to overcome the routine and create a company that would act in the market not only for business success but for the sake of technology itself. We are a team of developers, designers, BPO, business professionals and technocrats who specialize in delivering the most effective IT solutions for your businesses. Our offerings span web design and development, application services, product engineering, custom software development, maintenance, re-engineering, independent testing and validation services, IT products distribution and business process outsourcing.",https://jobs.bdjobs.com/jobdetails.asp?id=1112512&fcatId=8&ln=1
505,Executive (Digital Marketing),Executive (Digital Marketing),n/a,n/a,"Job Context
We are looking for an expert digital marketing executive to assist in the planning, execution and optimization of our online marketing efforts. In this position, the candidate will be involved in developing digital marketing strategies, implementing digital marketing & sales plans, and creative planning and execution of all the digital marketing campaigns, including good Graphics Designing Knowledge and develop marketing area, writing content besides SEO. And who has excellent written and verbal communication skills in English.
Workplace: Head office","Job Responsibilities
Expertise on Social Media platforms Facebook, Instagram, WhatsApp, Google, YouTube, Twitter marketing, Adobe Illustrator,Drone shots etc. to manage digital marketing campaigns.
Solid Understanding of On-page, Off-page, and Technical SEO/ SEM, be able to identify powerful keywords to drive the most valuable traffic.
Analyze keywords and SEO techniques used by competitors, develop and implement Content strategies, Google AdSense, AdWords, Analytics.
Knowledge of Create Banners, Images, Promotions, etc. to be displayed on the website, social media, and Email Marketing.
Implementing and Managing the Company's social media accounts.
Develop digital marketing budget for best utilization of cost.
Manage, develop and design various communications layouts such as presentations, newsletters, event support materials, research papers, and brochures.
Setting up reports for the marketing and digital teams using Google Analytics, Search Console, and Page Speed Insights.
Set digital marketing strategies using all necessary tools (e.g., website, emails, social media, and blogs)
Research products, services, and current strategies to identify new opportunities
A Creative planning and conducting direct digital marketing activities, including a good Graphics designing knowledge
Improve SEO performance across the website through reporting, regular reviewing and enhancing the data.","Employment Status
Full-time","Educational Requirements
B.Sc in CSE / Information Technology from any reputed University","Experience Requirements
1 to 3 year(s)","Additional Requirements
Age 23 to 30 years
The applicants should have experience in the following area(s): Content writer, Digital Marketing (Social Media Marketing), Graphic Design, SEO and Digital Marketer, WordPress
The applicants should have experience in the following business area(s): E-commerce, IT Enabled Service
Professional FB Page Management
Including (Ads, Design, Video, Problems)
YouTube, LinkedIn & other site management.
Creative Content Design
Branding ideas & solutions
Video Making
Presentations
IT problem solving
Smart Techniques, etc.","Job Location
Dhaka","Salary
Negotiable","Compensation & Other Benefits
As per company policy.","Published On
1 Jan 2023
Company Information
ONWARD Developers Limited",https://jobs.bdjobs.com/jobdetails.asp?id=1112591&fcatId=8&ln=1
506,Software Engineer,Software Engineer,n/a,n/a,"Job Context
Shanghai Baud Data Communication Co., Ltd. (Shanghai BDCOM) headquartered in Shanghai Zhangjiang hi-tech park, is one of the biggest networking product developers and a world-class manufacturer, it`s an old and reputable provider with growing business all over the world covering Switching & Routing. WLAN, FTTX and Security.
BDCOM 3 major manufacturing bases in Shanghai Jinshan, Jiangsu Kunshan and Wuhan Optics Valley, with an annual production capacity over ten million units. R&D and TAC centers located all around serving many thousands of well-known partners and customers at home and abroad in the fields of Telecommunication, Government, Energy, Finance, Transportation, Education, Hospitality and Healthcare.
Website: www.bdcom.cn","Job Responsibilities
Collaborate with Head Quarter R&D team to ensure the quality of software integration and verification
Develop BDCOM Switch & Router software on embedded OS
Responsible for network protocols development
Tackle challenging problems from different phase of R&D
Deliver the software on time under project targets","Employment Status
Full-time","Educational Requirements
Bachelor's degree or above in CSE, CSTE & IT Engineering
Skills Required: Strong programming knowledge",n/a,"Additional Requirements
Age 22 to 28 years
Only males are allowed to apply
Fluent oral and written English
Good team player with excellent Communication and collaboration skills
Good knowledge in embedded system application
Strong C programming skills
Knowledge on network related protocols
Self-motivated to learn and to grow
Expertise and Certifications in C programming or related field will be an added advantage
Working knowledge with networking equipment will be an added advantage
Excellent academic records from reputed universities will be an added advantage","Job Location
Dhaka","Salary
Negotiable","Compensation & Other Benefits
Negotiable","Published On
1 Jan 2023
Company Information
Shanghai Baud Data Communication Co., Ltd. (BDCOM)",https://jobs.bdjobs.com/jobdetails.asp?id=1112491&fcatId=8&ln=1
507,Digital Marketing Executive,Digital Marketing Executive,n/a,n/a,"Job Context
We are looking for a competent Executive/Senior Executive - IT.
Well Speak in English","Job Responsibilities
Have the expertise to sell & marketing Inventory/POS/Accounting/Billing/HR Software & marketing in the corporate environment.
Will be able to perform all kinds of digital marketing strategies & services.
Installing, configuring & maintenance, software, systems, networks other IT appliance.
Prepare, Install, Configure & Setup and also provide extensive support to software issues instantly.
Must be ready to do give emergency support when required by Officer/Manager/Management.
Any other task assigned by management & project manager.
Basic knowledge on MS Office (word, excel, power point and outlook, etc)
Should have a vision to make career in these field & passionate of work in these field.","Employment Status
Full-time","Educational Requirements
Bachelor in Engineering (BEngg) in Computer Science & Engineering, Bachelor in Engineering (BEngg) in EEE","Experience Requirements
At least 1 year(s)
The applicants should have experience in the following area(s):
Billing Software, Digital Marketing (Social Media Marketing)
Freshers are also encouraged to apply.","Additional Requirements
Age 20 to 30 years
Both males and females are allowed to apply
The applicant must have their own laptop
Well Speak English","Job Location
Dhaka","Salary
Negotiable","Compensation & Other Benefits
T/A, Mobile bill, Insurance
Salary Review: Yearly
Festival Bonus: 2","Published On
1 Jan 2023
Company Information
Sarprize
Address : House# 376/A, Road# 28, Mohakhali DOHS, Dhaka-1205
Web : www.sarprize.com.bd
Business : Sarprize Limited is an IT related service providing Company in Bangladesh. Although Sarprize IT Limited has been registered in 2020, we have
successful track records for delivering most innovative and cost-effective technical service to customers in different commercial sectors for last
02 years.",https://jobs.bdjobs.com/jobdetails.asp?id=1112540&fcatId=8&ln=3
508,Jr. Software Engineer (Laravel),Jr. Software Engineer (Laravel),n/a,n/a,"Job Context
Technovicinity Limited is looking for some dynamic, sharp & dedicated Laravel developers who can develop and customize complex, data intensive websites.","Job Responsibilities
Strong knowledge of Laravel
Understanding the fully synchronous behavior of PHP.
Basic understanding of front-end technologies, such as JavaScript, Ajax, HTML5, and CSS3.
Knowledge of object oriented PHP programming.
Understanding fundamental design principles behind a scalable application.
Familiarity with limitations of PHP as a platform and its workarounds.
Creating database schemas that represent and support business processes.
Proficient understanding of code versioning tools, such as Git
Good knowledge on APIs.
Having experience working on JS framework such as React, Vue is a plus.","Employment Status
Full-time","Educational Requirements
B.Sc in Computer Science or similar discipline. Academic qualification may be relaxed if you really good at what you do and confident.","Experience Requirements
At least 2 year(s)","Additional Requirements
The applicants should have experience in the following area(s):Web Developer/ Web Designer
The applicants should have experience in the following business area(s):Software Company
Must have a ""can-do"" attitude
Can think out of the box
Ability to work under pressure
Problem-solving skill
Hard-working
Self-Motivating
Team player","Job Location
Dhaka (Kalabagan)","Salary
Negotiable","Compensation & Other Benefits
2 Annual Festival Bonuses.
Salary Review: Yearly.
15 paid leaves in a year.
Necessary Public holidays and casual leaves.","Published On
1 Jan 2023
Company Information
Technovicinity Limited",https://jobs.bdjobs.com/jobdetails.asp?id=1112558&fcatId=8&ln=1
509,Jr. Software Engineer (QA),Jr. Software Engineer (QA),n/a,n/a,"Job Context
Technovicinity Limited is looking for a Junior Software Engineer (Quality Assurance/Testing) for testing our iOS/Android Apps and Web. An ideal candidate should be SMART, a Quick Learner, and Dedicated.","Job Responsibilities
Understanding the purpose of the job and making sure the system is with high standard.
Participate in product requirements analysis and design review.
Doing best practice with automation testing.
Perform functional, automated, security, performance, compatibility, data integrity, and exploratory testing.
Develop test plans, write and execute test cases, perform defect tracking and quality analysis.
Effectively and proactively communicate statuses and coordinate cross-functional meetings.
Responsible for functional testing, performance testing, APP special testing, etc. of related projects.
Responsible for the automated development of test cases to improve test coverage and execution efficiency.","Employment Status
Full-time","Educational Requirements
BS degree in Computer Science and Engineering (CSE) from any reputed university.","Experience Requirements
At least 1 year(s)","Additional Requirements
The applicants should have experience in the following area(s): QA testing
Highly motivated, enthusiastic, and self-driven. Strong desire to learn new technologies.
Relevant professional Certifications would be a plus.
Good in communications with excellent English language ability.
Familiar with testing related technologies, familiar with tool frameworks such as Selenium, Postman, Jmeter, etc. is preferred.
Familiar with large database systems, able to use SQL language proficiently; Familiar with any language user such as PHP, Go, Java, Ruby, Python is preferred.
Strong learning ability, rigorous work attitude, high sense of responsibility, proactive, strong coordination and communication skills; good sense of teamwork, able to communicate effectively with project team members.
Good troubleshooting skills.
Continuous learner.
Proactive.
Possesses sense of ownership.
Required to communicate effectively with development team.","Job Location
Dhaka (Kalabagan)","Salary
Negotiable","Compensation & Other Benefits
2 Annual Festival Bonuses
15 paid leaves in a year.
Salary Review: Yearly
Necessary Public holidays and casual leaves","Published On
1 Jan 2023
Company Information
Technovicinity Limited",https://jobs.bdjobs.com/jobdetails.asp?id=1112555&fcatId=8&ln=1
510,Software Engineer (PHP),Software Engineer (PHP),n/a,n/a,"Job Context
PTSL team is looking for a PHP Laravel Developer to join our growing team. You are highly motivated, collaborative, and technical with the passion to help shape the delivery of software products for our customers. You are passionate about development and interested in helping to shape the future of our PHP Laravel team.","Job Responsibilities
Knowledge on Software Development Architecture, Software Development Life Cycle.
Must have professional experience on core application development using PHP(OOP), Laravel(experience with other frameworks is also a plus).
Good knowledge about REST API, JWT token, Laravel Packages, SOLID, Web/Authentication Security.
Must have experience in E-Commerce development with multi vendor.
API integration such as Facebook, Google, Twitter, Payment getway etc.
Must have experience with SQL and database design, specifically MySQL (experience with other storage technologies is also a plus).
Excellent capability of writing complex SQL queries & Query Optimization and Database Performance Optimization.
Experience on using Git, GitHub or Others for source control.
Unit Testing, Deployment, Database Administration.
Troubleshooting issues on the implementation, debug, solve and ensuring deploy run smoothly.
Candidate must be able to work independently or work in a team.
Ability to work on multiple projects by taking full responsibility.
Ability to work on under pressure & strict deadline.
Strong understanding of integration between different systems.
Excellent verbal communication and presentation skills.","Employment Status
Full-time","Educational Requirements
Bachelor of Science (BSc) in Computer Science Engineering","Experience Requirements
3 to 5 year(s)","Additional Requirements
Age 21 to 38 years
Both males and females are allowed to apply","Job Location
Dhaka","Salary
Tk. 40000 - 80000 (Monthly)","Compensation & Other Benefits
Performance bonus, Weekly 2 holidays
Lunch Facilities: Partially Subsidize
Salary Review: Yearly
Festival Bonus: 2","Published On
1 Jan 2023
Company Information
Prime Tech Solutions Ltd.
Address : T.K. Bhaban (7th floor), 13, Kawran Bazar, Dhaka-1215
Web : www.primetechbd.com
Business : Prime Tech is an agile IT services provider based in Bangladesh. The company was founded by a team of enthusiastic IT specialist who wanted to overcome the routine and create a company that would act in the market not only for business success but for the sake of technology itself. We are a team of developers, designers, BPO, business professionals and technocrats who specialize in delivering the most effective IT solutions for your businesses. Our offerings span web design and development, application services, product engineering, custom software development, maintenance, re-engineering, independent testing and validation services, IT products distribution and business process outsourcing.",https://jobs.bdjobs.com/jobdetails.asp?id=1112217&fcatId=8&ln=1
511,Software Engineer (.NET),Software Engineer (.NET),n/a,n/a,"Job Context
PTSL team is looking for a .NET Developer to join our growing team.
You are highly motivated, collaborative, and technical, with the passion to help shape the delivery of software products for our customers.
You are passionate about development and interested in helping to shape the future of our .NET team.","Job Responsibilities
Must have professional experience on core application development using C#,ASP.NET Web form, ASP.NET MVC, ASP.NET Core including its Extensibility Models, MSSQL, Entity Framework, Routing, Model Binding, Web Services, Restful Web APIs.
Must have experience writing SQL queries, Store Procedures, Functions with knowledge on Indexing, Query Optimization and Database Performance Optimization.
Working experience with JS frameworks is a plus, Front end framework Angular materials , React
Excellent capability of writing complex SQL queries, and objects for ORACLE,MS SQL Server.
Designing Reports in Crystal Report, RDLC Report
Query Optimization and Database Performance Optimization.
Must have experience writing SQL queries, Store Procedures, Functions with knowledge on Indexing,
Knowledge on Software Development Architecture, Software Development Life Cycle.
Experience using Git and GitHub/Others for source control.
Ability to work on multiple projects by taking full responsibility and leadership role.
Quick learner & good problem-solving skills, capable of working under tight schedule.","Employment Status
Full-time","Educational Requirements
Bachelor of Science (BSc) in Computer Science Engineering","Experience Requirements
2 to 6 year(s)","Additional Requirements
Age 22 to 35 years
Both males and females are allowed to apply","Job Location
Dhaka","Salary
Tk. 40000 - 80000 (Monthly)","Compensation & Other Benefits
Performance bonus, Weekly 2 holidays
Lunch Facilities: Partially Subsidize
Salary Review: Yearly
Festival Bonus: 2","Published On
1 Jan 2023
Company Information
Prime Tech Solutions Ltd.
Address : T.K. Bhaban (7th floor), 13, Kawran Bazar, Dhaka-1215
Web : www.primetechbd.com
Business : Prime Tech is an agile IT services provider based in Bangladesh. The company was founded by a team of enthusiastic IT specialist who wanted to overcome the routine and create a company that would act in the market not only for business success but for the sake of technology itself. We are a team of developers, designers, BPO, business professionals and technocrats who specialize in delivering the most effective IT solutions for your businesses. Our offerings span web design and development, application services, product engineering, custom software development, maintenance, re-engineering, independent testing and validation services, IT products distribution and business process outsourcing.",https://jobs.bdjobs.com/jobdetails.asp?id=1112493&fcatId=8&ln=3
512,Software Engineer (Microsoft .NET Platform),Software Engineer (Microsoft .NET Platform),n/a,n/a,"Job Responsibilities
Develop international standard Application using ASP.NET CORE, ASP.NET CORE MVC, ASP.NET MVC, REST API, WCF Web Service, Windows Service.
Familiar with Microservice Architecture, Docker, API, ASP.NET and databases in .Microsoft SQL Server.
Habituated with service oriented development & updated knowledge on Microsoft .Net CORE Platform.
Ensure high quality, adherence to standards and best practices, high performance and scalable deliverable",n/a,"Employment Status
Full-time","Educational Requirements
Bachelor of Science (BSc) in CSE, Master of Science (MSc) in CSE
B.Sc or M.Sc in Computer Science & Engineering or equivalent
Training/Trade Course: ASP.NET Trainig from any Reputed Organization
Skills Required: .Net Core, ASP.NET WebAPI, Complex query, Microservice Architecture and Design Patterns","Experience Requirements
At least 2 year(s)
The applicants should have experience in the following area(s):
amChart, ASP.NET Core MVC, ASP.NET MVC, Kendo UI, Microservices pattern and containers, MS SQL Server , Web Api, Web Services likes REST JSON XML APIs, Windows Service
The applicants should have experience in the following business area(s):
Software Company","Additional Requirements
Age at least 18 years
Both males and females are allowed to apply
Excellent Knowledge of Asp.Net Core and Asp.Net Core MVC.
Strong Knowledge of .Net based Application Development (C#, ASP.NET Core, Web APIs, Docker, SignalR, Razor Page, Blazor) along with Web Service, Windows Service.
Knowledge of Microservice Architecture in .Net Core is a PLUS.
Skilled in AJAX, JQuery, AngularJS, Kendu UI and amChart/HiChart
Excellent capability of writing complex and optimized SQL queries and objects in SQLServer in Cluster/Non-Cluster environment.
Excellent capability to translate complex client requirement to technical implementation.
Excellent analytical, problem solving and decision making skills.","Job Location
Anywhere in Bangladesh",n/a,n/a,"Published On
1 Jan 2023
Company Information
Azolution Software & Engineers Ltd.
Address : Software Technology Park-1, BDBL Bhaban (Level-9 West), 12 Kawran Bazar, Dhaka-1215
Web : http://www.AzolutionSE | http://www.EmpressHR.com
Business : Azolution is the pure Software Development Company offering bespoke cost effective software development and services ""On-Time-On-Budget"". Azolution is The Market Leader of Human Resource Information System (HRIS) Product to empower the corporate in cross industries platform through EMPRESS HRIS. Azolution is also a sustainable offshore development power house in Bangladesh valuing customer focus, honesty and integrity, committed to its client specific extended teams concept, remote technical support after deployment and integrated onshore-offshore processes. Azolution brings A to Z solution of your process automation. - See more at: http://www.AzolutionSE.com or our product site http://www.EmpressHR.com",https://jobs.bdjobs.com/jobdetails.asp?id=1112332&fcatId=8&ln=3
513,Full Stack Developer (Bangladesh National),Full Stack Developer (Bangladesh National),n/a,n/a,"Job Context
The Regional Integrated Multi-Hazard Early Warning System for Africa and Asia (RIMES) is an International and Intergovernmental organization that supports national hydro-met service providers and local level institutions in research and development of forecasting and warning services. RIMES has in total 48 member states and collaborating countries (for further details, please visit www.rimes.int). RIMES was established on 30 April 2009 through the signing by collaborating countries of the RIMES regional cooperation agreement. RIMES has been working in Bangladesh for developing forecasting products and its applications in with state of the art decision support systems and advanced technologies tailor made to meet societal requirements over the past decade.
Duty station: Dhaka, Bangladesh. RIMES has the right to change job location whenever required.
Contract Duration : The contract will initially be for one year and will be extended upon satisfactory completion of a six-month probationary term and each annual performance review.
Position Description:
Full Stack Developer reporting to the country program lead will be responsible for developing and designing web based application, ensuring responsiveness of application, in support of the operation of the RIMES country facility, implementation of programs and projects, and of RIMES institutional processes.","Job Responsibilities
Support in designing and developing efficient web-based application/Decision Support Systems.
Conducting research and formulating new ways to support system development.
Processing, analyzing and visualization of data in web platform from various weather and climate model.
Identifying options for potential solutions and assessing them for both technical and organizational suitability.
Building innovative automation and system integration tools.
Assist in other project implementation activities.","Employment Status
Contractual","Educational Requirements
At least Bachelor of Science (BSc) in Computer Science & Engineering","Experience Requirements
At least 3 year(s)","Additional Requirements
At least 3 years of relevant experience in reputed national and international non-profit organizations.
Other requirements:
Age at most 35 years
Experience in developing Geospatial web application/weather and climate data processing will be considered a plus point.
Skills:
Backend: Preferably Python (Django) or Node (Express) or PHP (Laravel)
Frontend: Angular/Any other framework based on JS
Database: MySQL/PostgreSQL
OS: Linux
Languages:
Excellent knowledge of English and Bengali (both oral and written).","Job Location
Dhaka",n/a,"Compensation & Other Benefits
Other relevant duties and responsibilities as assigned by Bangladesh Country Program Lead.
Expected Outputs:
Monthly progress report on assigned tasks
Activity reports for specific events
Immediate Supervisor
Bangladesh Country Program Lead.","Published On
1 Jan 2023
Company Information
Regional Integrated Multi-Hazard Early Warning System",https://jobs.bdjobs.com/jobdetails.asp?id=1112427&fcatId=8&ln=1
514,Web Developer and Digital Marketing Specialist,Web Developer and Digital Marketing Specialist,n/a,n/a,"Job Context
We are seeking a highly skilled and experienced Web Developer and Digital Marketing Specialist to join our team. The Web Developer and Digital Marketing Specialist will be responsible for designing, developing, and maintaining websites, as well as planning, implementing, and tracking digital marketing campaigns across a range of channels including email, social media, and paid advertising. This role will involve working closely with our marketing and sales teams to develop and execute strategies that drive brand awareness and customer engagement.","Job Responsibilities
Design and develop custom websites using HTML, CSS, JavaScript, and other web development technologies.
Update and maintain existing websites, including troubleshooting and debugging issues.
Implement SEO best practices to improve website ranking and visibility.
Develop and execute digital marketing campaigns that meet business objectives.
Analyze and report on campaign performance, including key metrics such as website traffic, conversions, and ROI.
Manage and optimize paid advertising campaigns across platforms such as Google AdWords and Facebook Ads.
Collaborate with marketing and sales teams to develop targeted email campaigns.
Create and schedule social media content, including blog posts, articles, and social media updates.
Monitor and analyze competitors' digital marketing efforts, and identify opportunities for improvement.
Stay up-to-date with the latest digital marketing trends and best practices, and recommend new strategies and tactics.","Employment Status
Full-time","Educational Requirements
Bachelor of Science (BSc) in Computer Science
Skills Required: Adobe Photoshop/ Illustrator, Google analytics, Social Media Marketing (SMM)","Experience Requirements
At least 3 year(s)
The applicants should have experience in the following area(s):
Paid Media, SEO and Digital Marketing, Social Media Marketing, Web Development
The applicants should have experience in the following business area(s):
Advertising Ageny, IT Enabled Service, Software Company","Additional Requirements
Age at least 25 years
Only males are allowed to apply
Experience with content management systems such as WordPress and Drupal.
Experience with marketing automation platforms, such as Marketo or Pardot.
Excellent written and verbal communication skills.
Detail-oriented, with the ability to juggle multiple projects and meet tight deadlines.","Job Location
Dhaka","Salary
Negotiable","Compensation & Other Benefits
Weekly 2 holidays
Salary Review: Yearly
Festival Bonus: 2","Published On
31 Dec 2022
Company Information
MRAM Technologies Ltd
Address : Wakil Tower (8th Floor), Ta - 131, Gulshan Badda Link Road,Dhaka-1212, Bangladesh
Web : www.mram.com.bd
Business : MRAM Technologies Ltd specializes in development of complex custom software systems. The Company’s diversity of technical expertise, its agile responsiveness to custom corporate requirements, and its proven commitment to superior delivery technologies have established it a frontrunner in the software industry. An assurance of quality – Our skill sets and tools are the invaluable assets that help us deliver high quality, project realization solutions to our clients. Our technical and design infrastructure give us the advantage to provide cost effective, robust and scalable solutions.",https://jobs.bdjobs.com/jobdetails.asp?id=1112021&fcatId=8&ln=1
515,International Marketing Manager for ICT,International Marketing Manager for ICT,n/a,n/a,"Job Context
Kawaii Advanced Technology & Solutions Ltd. is a prospering company, working with Japan. With 30 years of experience in Japan, we have started this Joint Venture IT Company, Foreign Direct Investment Consultancy, JP Language Learning Center with the aim to take the talented youth of our country focusing on quality innovation as our strength.
We are looking for an International Marketing Manager who has the ability to handle foreign clients with excellent English proficiency and skills, assisting the company in developing the Business on a global scale and locally as well. The candidate has to be responsible and sincere along with impeccable English, skills and experience with the mindset of taking the company forward, working with utmost sincerity & minimum supervision.
Job Location: Banasree, Dhaka.","Job Responsibilities
The responsibilities of professionals with international marketing jobs are drawn out carefully in order to cater to the goal of becoming a global success. The responsibilities of an international marketing manager include:- The first and most important duty will be both Foreign & Local Client hunting assisting the company in Business development.
Developing and employing strategies for local & international marketing plans for our organization.
Entering new markets and growing brand awareness in local & global destinations;
Adapting to changes in the market in order to best serve the marketing objectives of an organization and consumer needs;
Having excellent capacity to prepare and presentation of any content in power point.
Researching about and developing pricing policies.
Recommending appropriate sales channels to make the marketing strategies a hit;
Ensuring that project milestones are met;
Ensuring that the project is adhering to marketing budgets;
Collaborating with international and national training departments to identify and implement marketing strategies that are in alignment with the local laws of a country;
Managing communication with internal teams as well as local & international counterparts;
Managing the legal approval process, legal documents, International & Government tender for both local & global market and proposed efficient activities for a particular region or area.","Employment Status
Full-time","Educational Requirements
Bachelor of Science in Computer Science and Engineering from any reputed university . others are also encouraged to apply and those have passed A level will be given priority as well.
Skills Required: International Business, International/ Export Marketing, Microsoft Office tools proficiency, Strong English writing and presentation skills","Experience Requirements
At least 1 year(s)","Additional Requirements
Age 22 to 35 years
Both males and females are allowed to apply
One year or fresh.
The applicants should have experience in the following area(s):- B2B (Business to Business), Brand Marketing, International Clients Relation, Business Development, Government & International Tender, Legal documents, Sales & Marketing.
PHP (laravel and rest API.
The applicant has to be experienced in Business development for both local & foreign clients with prior work experience in Government or Private sector.
Applicants with experience in International Merchandising, Communication, Global Marketing and order generation will be prioritized.
Ability to Work Under Pressure","Job Location
Dhaka","Salary
Negotiable
Salary will be based on the experience","Compensation & Other Benefits
Mobile bill
Salary Review: Yearly
Festival Bonus: 01","Published On
31 Dec 2022
Company Information
Kawaii Advanced Technology and Solutions Ltd
Business : We are a well groomed professional team who are passionately in love with the technology of the 21st century and we believe that Information Technology (IT) decorates any business letter. Kawaii is an international standard corporate business house where we provide advanced technological and IT solutions of high quality on top of the range at present. Our in-depth knowledge and experience in the creation and development of business solutions, protecting systems, networks and information assets for various companies and organizations around the globe are considerably visible and self explanatory in precise. For more information, visit our website - www.it.kawaiibd.com",https://jobs.bdjobs.com/jobdetails.asp?id=1112289&fcatId=8&ln=1
516,Senior Laravel Developer,Senior Laravel Developer,n/a,n/a,"Job Context
Deshifarmer Limited is an Agri Tech-Enabled supply chain for fresh produce & aim to work for the development of farmers` lives & SME businesses. We are developing Innovative tools & sustainable solutions all the time keeping in mind a neutral & positive environmental impact. This position is for those peoples who have an entrepreneur mindset and willing to work with startup company and must have the understanding about startup company. The position will foster and support a culture of continuous improvement and service excellence with a key focus on developing the right mind-set, skills and capabilities of the teams while ensuring good governance & accountability. Growth & expansion strategy and drive execution of the plans, review plan execution at periodic intervals, allocate meaningful resources for sustainable outcomes in the planning, development and maintenance of the Technical Assets.
Job Location: Dhaka (Baridhara Diplomatic zone)","Job Responsibilities
Extensive knowledge in CORE PHP5, Laravel, HTML, React js, AngularJS, Javascript & AJAX, VueJS, nodeJS, CSS bootstrap & MYSQL
Experiences in WHM & cPanel - Server Maintenance & Configuration.
Ability to follow the team leader working on a project through requirements analysis, planning,
Design and also development but also capable to work alone when required.
Must be experienced in PHP and Laravel.
Familiarity with GIT.
Create technical documents and process documentation and provide program and technical training to analysts and others working on the systems.
Develop design documentation based on application requirements.
Develop front-end and back-end applications Convey effectively all task progress, evaluations, suggestions, and schedules along with the technical team.
Participate in the development, maintenance, and quality control of programming code.
Integrate products and data with other information systems
Improve the sociability, accuracy, and automation of technical aspects of the systems
Develop design documentation based on application requirements,
Develop and test code per schedule,
Escalate risks and issues to the Development Manager
Assist in troubleshooting production support issues.","Employment Status
Full-time","Educational Requirements
Bachelor of Science (BSc) in CSE
Skills Required: Core PHP, HTML5 & CSS3, Java script, Laravel Framework, MySQL, Node js, react","Experience Requirements
At least 4 year(s)","Additional Requirements
Age at least 28 years
Work closely together with operations and other key internal and external stakeholders regarding Technical Functions to ensure situations, needs and requirements are clear to everyone involved and expectations are carefully managed.
Demonstrate right leadership behaviors, strengthens and embeds the high-performance work culture, cooperation and ownership.
Promote Technical Services policy within the department and to the stakeholders;
Initiate and participate in improvement projects and ensure implementation of outcomes within the department.
Manage IT Resource recruitment process and Interview.
Committed to innovation and change in the interest of the organization.
Able to find the right balance between short- and long-term focus, issues and outcomes.
Coach others to perform at the expected level under pressure and in complex conditions.
Engage and participate in other activities as will be deemed necessary for project implementation with field visit.
Organized, pro-active & persistent, resilience, and an ability to work with can-do attitude.","Job Location
Dhaka","Salary
BDT 50000+ (Negotiable)","Compensation & Other Benefits
Festival Bonus: 2","Published On
31 Dec 2022
Company Information
Deshifarmer
Address : Baridhara Diplomatic Zone, Dhaka.
Web : deshifarmer.co
Business : Deshifarmer is the first ever Tech-enabled fresh produce supply chain of Bangladesh that directly connects rural farmers with retailers while ensuring benefits for farmers, retailers & consumers.",https://jobs.bdjobs.com/jobdetails.asp?id=1112128&fcatId=8&ln=1
