,Unnamed: 0,job_title,name_location,experience_level,job_description
980,980,Manager - Seller Operations (Customer Experience),"Daraz Dhaka, Bangladesh On-site",Full-time · Associate,"About Daraz:
Founded in 2015, Daraz is South Asia's leading e-commerce platform in Pakistan, Bangladesh, Sri Lanka, Nepal and Myanmar. It empowers more than 100,000 active sellers with world-class marketplace technology to reach the fast-growing consumer class in a region of 500 million people. Through Daraz Express and Daraz Pay, it operates the most efficient and digitalized logistics and payments infrastructure in its markets. Daraz' vision is to be a champion of South Asia, serving 50 million customers and businesses by 2030.

For more information, please visit www.daraz.com

Job Description:
Manager - Seller Operations under Customer Experience will Work closely with the Vendor Operations Team to ensure vendors are trained with our systems and processes and that vendors are fulfilling orders on time. collaboration with internal teams such as Accounts, Marketing, Operations, Content, Customer Service, IR etc. to ensure a smooth flow of operations and achievement of revenue and operational targets.

Your role is to:

Monitoring and driving individual and team performance, usually against a set of key performance indicators (KPIs).
Submit regular reports to management and seek new ideas and strategies to improve performance.
Identifying and addressing any employee issues.
Coordinating with other teams and keeping the teams up-to-date with the product updates and process improvements.
Monitors, Appraises, and Reviews job contributions of team members.
Analyze data to track performances and identify development opportunities and act upon them to optimize growth.
Work closely with the Vendor Operations Team to ensure vendors are trained with our systems and processes and that vendors are fulfilling orders on time.
Work in close collaboration with internal teams such as Accounts, Marketing, Operations, Content, Customer Service, IR etc. to ensure a smooth flow of operations and achievement of revenue and operational targets.
Team supervision, preparing rosters & managing leaves.
Completing tasks, assigned by the superiors.

A little bit about you:

Bachelors degree in any discipline from any reputed university.
Minimum 5 years of working experience in relevant field & 3 years of experience in leadership position in relevant field. ( Experience in call center).
Work exposure in multinational company will be an added advantage.
Must be Analytical, numbers orientated, result orientated.
Experience with office management software like MS Office.
Strong organizational skills with a problem-solving attitude.
Excellent written and verbal communication skills.
Logical thinking process, fast learner, good data & analysis skill.
Be enthusiastic, responsible, efficient, can work under pressure.
Reliable and good team player who enjoys a fast-paced environment.

What we offer:
The international working environment in a start-up setting, and a unique opportunity to learn from the best in e-commerce (Alibaba Group) and business growth.
A platform to learn from Alibaba’s world-leading ecosystem.
Rigorous training and exposure in team management, leadership, business analytics, and operations.
An opportunity to train the next generation of business leaders in the ‘tech’ industry.
Competitive salary and incentive package.


Application Deadline : January 20, 2023."
981,981,Driller,"Parker Wellbore Dhaka, Dhaka, Bangladesh On-site",Full-time · Mid-Senior level,"The Driller is a first line supervisor whose main duties are to direct and instruct the crew in the proper way to perform their duties and assigned tasks. This position is responsible for all operations pertaining to the drilling and completion of the well, including the circulating, rotating, hoisting, well control systems. It is the Driller’s responsibility to ensure that the work is performed safely, efficiently and according to procedure. The driller also takes total ownership of everything on the rig floor.

Essential functions

Provide visible leadership with a Total Ownership attitude. Owns safety standards.
Supervise and ensure the safety of drilling crew as well as efficient operations during tour of duty.
Enforce, clarify, and follow Company policies, standards, and procedures.
Follow the client’s daily drilling plans.
Promote operational excellence through procedural discipline.
Ensure crews achieve Company and client competency standards.
Train and supervise crew members on standard operating procedures to include, but not limited to, proper care and maintenance of the rig and drill string, including lubrication of equipment and housekeeping.
Delegate work effectively with a clear definition of requirements and expectations.
Responsible for morale and order within crew.
Ensure Authorized To Operate (ATO) and Approved Competent Operator (ACO) are applied and followed.
Ensure timely completion of accurate reports required by Company and client (including but not limited to daily drilling reports, pre-tour reports, hand-over notes, etc.).
Update the well control board on a tourly basis.
Maintain complete records of all tools and tubular run into the hole while drilling and/or reaming (including made up lengths, tool joints OD, ID, serial numbers).
Track rotating hours on tubular/BHA/Tools.
Maintain records of footage drilled, location and nature of strata penetrated, materials and tools used, services rendered and time required.
Monitor drilling parameters and alarm systems.
Monitor hole fill operations while tripping, logging, cutting drilling line or running casing.
Record pickup, slack-off, rotating weights, and other drilling parameters.
Operate drilling equipment
Maintain and adjust machinery in order to ensure proper performance.
Ensure floor and crown savers are function-tested and that testing results are recorded tourly.
Ensure proper alignment of choke manifold and BOP remote console.
Ensure performance of daily checks on FOSV, Kelly cock valve, IBOP, BPV.
Secure well during well control events, emergencies and drills.
Install and record pressure testing of BOPE.
Ensure rig equipment and locations are secured prior to rig moves.
Comply with emergency response plan or Work Safe Procedure during emergencies and/or drills.
Perform additional duties, responsibilities, and special projects as may be directed. Carries out an inspection of the operation control instrumentation, automatic and safety devices, condition of BOP equipment;

Qualifications

Necessary qualifications, skills and abilities

Able to identify and understand functionality of various rig equipment.
Able to identify and understand functionality of various tubular sizes and thread types.
Knowledgeable and proficient in basic rigger’s role to ensure safe lifting operations are performed.
Knowledgeable of mechanical systems and be skilled at working with hand and power tools.
Knowledgeable of and capable of operating gantry cranes, tubular shuttles, etc.
Can demonstrate knowledge and be able to function the following equipment: o Diverter, Well head, BOP and associated control equipment o Automated pipe handling equipment o Drilling control (Break Handle) and safety systems o Anti-collision surface equipment systems
Can demonstrate knowledge and execution of the following operations: o Drilling and well operations o Well integrity and well control o Dropped objects prevention o Line of fire, exclusion zone and safe zone operations o Pipe measurement, number, strapping and tallying of pipes o Tripping and back reaming o Running casing and completions o Troubleshooting downhole problems and equipment failures
Should have good verbal communication skills and be able to effectively communicate in English with staff, management, customers and vendors.
Must possess sound reasoning skills, common sense and the ability to follow directions.
Must possess basic mathematical skills (equivalent to a high school education) and be proficient in rig math.
Education, experience, and certifications: o High School diploma is required. o Must be able to obtain appropriate offshore or, onshore certifications o Should have at least 6 years of work experience as a Driller. secondary vocational education; admission to perform work on drilling wells over 5,000 meters deep, horizontal wells over 2,000 meters deep or when drilling wells with submersible drilling rig; certificate of Driller 8th grade and certificate of Workover Driller 8th grade (if required) Having minimum 2 years work experience working on a rig Basic information on the geology of oilfields and technology for the development of oil, gas, and other; - Engineering and geological program flow diagram; - Geological cross-section of the drilled area, information on well design;
Position competencies

People Management Provides team with a clear sense of direction and objectives; creates a stable and re-assuring work atmosphere; supports employment development through coaching, Highly integrated with strategic talent management processes including performance management, succession planning, talent development, and engagement/retention, etc. Get results through people.
Effective Communication Communicates in a clear, precise and structured way; speaks with authority and conviction; listens attentively and objectively.
Personal Accountability Demonstrates enthusiasm for and commitment to the position and accepts responsibility for personal actions. Takes pride in the job. Actively engages in professional self-development opportunities. Demonstrates professionalism and emotional intelligence across situations.
Flawless Execution Clearly defines priorities and objectives. Uses a systematic approach with commitment and determination to achieve high quality results. Capably leads the business day-to-day and evaluates the risks and rewards new opportunities present.
Physical demands and work environment

Oversee and manage the overall quality of projects and/or employee performance.
Ability to gather, analyze, and interpret data.
Ability to work around moving machinery
Ability to perform under stress, under pressure, and/or in emergency situations.
Lift, carry, and move objects of up to 50 pounds.
Operate machinery and/or power tools.
Ability to walk on uneven ground (gravel, rocks, mounds, ice)
Wear personal protective equipment, including but not limited to hard hat, steel-toed safety shoes, hearing protection, respirators, safety glasses, goggles and full body harness.
Frequently stand, walk, stoop, kneel, carry, push/pull, reach, and use repetitive wrist and hand movements.
Ability to ascend and descend ladders, stairs, scaffolding, and/or ramps while carrying tools requiring a reasonable degree of physical stamina and agility and involving moderate to severe physical exertion
Carry up to 10 lbs.
Operate motor vehicles and/or heavy equipment.
Ability to work in adverse weather conditions (Cold or Heat)
Ability to multitask, work in a fast-paced environment, meet deadlines, reason logically, and make sound decisions.
Ability to comprehend, remember, and follow verbal and written directions and comply with Company policies, procedures and standard.
Ability to work in hazardous conditions (dust/gas/fumes/steam/chemicals)
Ability to work at heights (scaffolding or ladders)
Sit/stand while performing primarily sedentary work
Use repetitive wrist, hand or finger movements at a computer.
Exposure to vibration (oscillating movements of the extremities or whole body)
Ability to work in noisy environments
Ability to work in small and/or enclosed spaces
Ability to work as a team, communicate and interact with others in a professional manner, and consider alternative and diverse perspectives."
982,982,Medical Transcriptionist,"Ibn sina diagnostic center, 9/A Dhanmondi, Dhaka Dhaka, Dhaka, Bangladesh On-site",Full-time,"Professional goal:
To develop my career in light of the experience of Medical sector through waking in a well reputed organization with honesty and dignity where success comes through hard work, sincerity, qualifications, teaming and devotion to duty and where there is a scope together knowledge and contribute as well.

Responsibilities
MRI, CT Scan, USG, Echo, Pathology, X-ray etc report typing.

Qualifications
M.A (Master's of social science), B.A (Bachelor's of art), H.S.C (Higher secondary certificate), S.S.C (School secondary certificate).
Skills:
Computer - (M/S word, Excel, Power point, Photoshop, Internet browsing, Fax Etc).
Stenographer & typist.
Excellent verbal and written communication skills.
Driving- (Light & Motorcycle with license)."
983,983,Career Counselor,"Migration and Admission Centre Dhaka, Bangladesh On-site",Full-time,"Tips: This is a great opportunity for somebody to be involved and develop different skill sets (Higher Education, Skilled Migration, Marketing, Social Media Advertising, Business Strategy, Public Speaking). It is also a great opportunity to develop further in career counseling.
We are looking for a bright and enthusiastic skilled individual with excellent interpersonal, client service, and communications skills, and the confidence to liaise with Partner Universities, Regional Offices. You will ideally have an understanding of/ interest in students, education, and career prospects. You will be able to work under your own initiative to manage your workload and priorities, and meet deadlines.


Responsibilities
Process university and visa applications from initiation to completion phase,
Handling in-office as well as inquiries by phone and online platforms such as WhatsApp, Facebook, etc., and converting these inquiries into applications and admissions.
Handling phone calls, answering queries of all the students, updating the database of contact details, performing terms of follow-up actions for phone inquiries, etc. to ensure conversions. Having vast knowledge of foreign university course requirements and selection, application procedures, semester intakes, admission, and visa requirements
Updating the comments of the follow-up done with students in the CRM/ Excel spreadsheet.
Subject to you having online data, proactively initiating and engaging sales by performing 25 connected calls to students per day and converting them into active clients of ours.
Following up with counseled students regularly and assure whether they have received course options if not complying with the same
Having extensive knowledge and understanding of Statement of Purpose and Genuine Temporary Entrant requirements for different countries
Sharing respective students' complete details with the Head Office in the desired formats.
Checking application status & follow-ups with the Head Office for offer letters and follow-up with the students for payment of tuition fee deposits.
Organizing and coordinating seminars, workshops, fairs, and promotional activities

Qualifications
A Level, Bachelor degree in any discipline, Masters degree in any discipline
Skills Required: Communication, Computer skill, English (Language), Marketing"
984,984,Art & Design Teacher,"Oxbridge International School Dhaka, Dhaka, Bangladesh On-site",Full-time · Mid-Senior level,"An exciting opportunity to work within a vibrant and dynamic International School in Tashkent, Uzbekistan, which boasts both the International Baccalaureate and local educational systems.

About Oxbridge International School

We have 200+ employees so far working with us and 30+ of them are expats. There is a strong commitment to the on-going professional training of all staff and for providing leadership development at all levels. You can find videos of the school on Youtube and get the idea of the school, facilities and the team. Brilliant opportunity to save money, as the cost of living in Tashkent is very cheap.

Very competitive package is provided.

Main duties and responsibilities of the job:

Collaboratively planning, preparing and delivering differentiated lessons

Assessing and reporting student progress

Responsible for student welfare and pastoral development of the class group

Maintaining the learning environment of the classroom and managing resources

Organizing and taking part in school events, trips, and extra-curricular activities

Line management of the teaching assistant

The ideal candidate will have:

At least Bachelor's degree

Previous experience

The ability to differentiate and deliver conceptual, engaging and inquiry-based lessons

Familiarity and experience with collaborative planning and a team-teaching approach

A wonderful opportunity to discover Central Asia and work in one of the most dynamic schools of Tashkent, Uzbekistan. We have over 250 people working together to provide high quality education to the students and over 40 expats.

Please note that the job requires relocation!

Powered by JazzHR

jzJZnHXs1E"
985,985,Sales And Marketing Executive,"Car Doctor Ltd. Dhaka, Dhaka, Bangladesh On-site",Full-time,"Job Context
Car Doctor Ltd. looking for some young, dynamic and energetic marketing and sales Executive & Sr. Executive who has experience in Automobile industry. This candidate should have at least 3 to 5 years of proven experience in marketing, obtaining leads for the sales team to pursue and constantly find ways to innovate and integrate said innovations into the company company.

Job Responsibilitles
*Highly knowledgeable on workshop service provided business and present market scenario.
*Corporate sales planning and implementation
*Ability to take challenge to achieve the sales target.
*Must be self-motivated and dynamic
*Able to communicate with wide network of different professionals/ business men and look for prospective customers.
*To look after customer queries with satisfaction and relationship develop.
*Computer knowedge is the must
*Any other task assigned by Management

Educational Requirements
*B.Sc. / Diploma in Automobile / Mechanic/service engineering from any reputed institute/University.
*Master of Business Administration (MBA) in marketing.

Experience Requirements
*At least 5 year(s)
*The applicants should have experience in the following areas.
Automobile Marketing.

Additional Requirements
*Age at least 25 years.
*Both males and females are allowed to apply.

Application deadline 05th February 2023
send your CV to cardoctorbd@gmail.com
visit www.cardoctorltd.com"
986,986,Head of Accounts,"A Renowned English Medium School Dhaka, Bangladesh On-site",Full-time · Mid-Senior level,"Job Grade : Head of Department
Department : Accounts & Finance
Reports to : Managing Director

Purpose of the Job:

As a Head of Accounts, main responsibility will be to assist the Finance Director. In addition to that, also have to carry out certain responsibilities independently.
Apart from above job, do any other activities as will provide by the Managing Director / Finance Director / Board from time to time. Prepare yearly Financial Statement.

Duties and responsibilities

Overall in-charge of Finance & Accounts department of the School.
Monitor Financing & Banking activities (Bank Finance, Lease Finance, Equity Finance etc.) of the Company organization.
Responsible for timely preparation of monthly /Quarterly/ Annual accounts and get it audited timely.
Annalise the financial statements and prepare necessary management reports for improvement of the Company/ organization and guide the management in its right track.
Monitor all Taxation activities/ liaison with auditor/Tax Consultant of the organization in time.
Monitor all legal matters, if any and do the company affairs functions/liaison with auditor and Company Law consultant.
Assist management in decision making process providing necessary financial information as and when required.
Ensure daily fund / Cash management activities of the Company/ organization.
Assess the immediate cash /Fund requirement and mode of payment and get it approved by the MD/FD.
Monitor correct preparation of cheques for payment, get it signed from the authority and responsible for proper recording in the Bank book /cash Book regularly.
Monitor/prepare proper reconciliation of Bank accounts to his controls monthly and make necessary adjustment entries where necessary. He will also do the spot physical inventory of Cash time to time to ensure the cash position is in order.
Maintain Fixed Assets Register and to provide appropriate security to the Company’s assets.
Familiar with new “Finance Act” such as Tax, Vat and their rate change thereon.
Check daily tuition fees posting, bank balance, all bills and CGS Ltd. tax work.
Make payment of bills after checking.
Tax deduction at sources from salary, sources from suppliers & others.
Deducted tax payment to tax office on time.
Check vat collection from parents. Collected vat deposit to Govt. on time.
Monthly accounts preparation. Cash receipts handling.
Make a list of defaulter by 15th of every month.
Give notice to parents on time like defaulter notice, reminder notice, urgent notice, etc.
Daily posting of all ledgers, Loan related work with bank, Plan meeting with bank with related queries. Check daily petty cash expenses. Monthly salary preparation. Prepare & check all vouchers. Renewal of All Rental Properties. Renewal of Trade License. Payment of Land Tax & Municipal Holding Tax. Renewal IRC. Renewal OF TV License. Renewal of Deep Tube well. Reminder to Director to hold company meeting 4 times in a year and to hold AGM (Annual General Meeting) Fill and Fill out Monthly CGS planner beginning of the month.
To check physically developing work, capital expenses and big purchase material after completion of job.
To Complete of financial Aid related work and to do appraisal work for all staffs 2/3 month before end of the academic year.

Skills, Qualifications and Attributes required:

Masters in Accounting/ Finance from reputed universities.
ACA/FCA/Qualified Chartered Accountant will given advantage
Minimum 8 years experience

Working conditions :
Ability to work under pressure and adaptive to changes.
Excellent written and verbal communication skill both in Bangla and English.
Must have literacy in computer operation (Especially in MS Office and Various Software).
Must be dynamic, energetic, self-motivated and self-organized with a positive attitude.
Ability to work with Top Management.
Leadership and Team Management skills.

Salary & Others benefits:
80,000 - 1,00,000 BDT

Job Location:
Dhaka, Bangladesh"
987,987,Senior Service Delivery Manager,"Telecommunications company Dhaka, Bangladesh On-site",Full-time · Mid-Senior level,"Job Title: Service Delivery Manager
Experience: 7+ Years | Positions: 5+ Openings
Work Location: Dhaka, Bangladesh

Roles & Responsibility
Managing Technical Operations with onsite team members and offsite Centralized Technical Operations.
Be responsible for all Tech Ops activities for the customer.
Collaborate with GCS and Centralized Tech Ops Team on various CVM Actionable.
Providing consultation to Customer, Engagement and Support teams on various requirements.
Handling customer meetings & weekly Governances
Understanding new requirements on CVM products.
Collaboration with customer for scoping of CRs
Collaboration with various engineering teams for technical solution, effort and plan
Collaboration with BD for Technical Proposals for RFP, Non-RFPs, CRs, Applications, hardware upgrades, migration/replacement proposals.
Creating high level project plan for RFPs, CRs, Applications
Creating Migration Strategy, scope and plan
Defining Project deliverables, acceptance and exit criteria for projects
Defining project deliverables
Functional

Must Have Qualifications and Requirements
Must have Telecom experience and good CVM (Customer Value Management) knowledge is sufficient
Minimum 7 years experience
Must be Strong in Linux or any other scripting language
Mandatory- Must be good in Dev ops and monitoring tools -Grafana/ Kibana
Should be good in database - SQL/MySQL
70% Technical and 30% Managerial experience required
Hardware and solution's expertise
Know how of technologies like Linux, Kafka, Volt Db, PostgreSQL, Oracle, Tomcat
Expertise in handling application and database security is preferred.
Education and Experience
BE/M Tech in CS/IT/E&E/E&C
Personal | Team Player | High Energy and enthusiasm | Fast learning
Change orientation | Ability and temperament to handle extreme pressure
Stakeholder management, Collaboration, Environment management

Additional Information:
Relocation allowance/charges
2 Children education -part of the fees is taken care of.
Accommodation
Fuel
Social benefits
Part of the charges is taken care of for visiting their home location."
988,988,Product Specialist MS (KSA National),Biogen South Asia Remote,Full-time · Associate,"Job Description

About the role:

In this role as Product Specialist, Multiple Sclerosis (MS) you will disseminate scientific information to educate physicians on neurodegenerative diseases, develop collaborative relationships and help remove barriers to patient access to Biogen therapies.

Location: Field based in Eastern Providence (Dammam)

Who You Are

Prior relevant experience working as Product Specialist in MS/ Neuroscience or Specialty Care are preferred. You offer strong influencing and have persuasive skills. You enjoy working strategic, innovative, and bring analytical skills. We offer an agile and fast evolving environment where people thrive by being creative, flexible, acting daily as effective communicators as well as negotiator. You demonstrated in prior role(s) being service oriented with a long term vision, this means as well highly self-motivated with a good team spirit.

What You'll Do
Disseminate to healthcare professionals (HCPs) and Key Medical Experts (KMEs) in the Kingdom of Saudi Arabia (Territory Eastern Providence) information relating to Biogen registered products within authorized indications (as relevant to the Territory) in compliance with applicable law and Biogen policies.
Develop, maintain and apply strong understanding of neuroscience (multiple sclerosis) state, technical data, clinical practices, Territory dynamics, healthcare systems, Biogen therapies, patient landscape, treatments and HCPs/KMEs’ needs.
Manage territory, develop a strategic plan, and complete required number of calls with HCPs/KMEs.
Build and enhance relationships with HCPs/KMEs through well-developed call and engagement plans.
Develop and execute HCPs/KMEs engagement activities and events such as local peer-to-peer, explanatory meetings and other education programs in the Territory
Capture local scientific/medical intelligence to define, segment and profile HCPS/KMEs.
Inform HCPs/KMEs and other stakeholders regarding access and reimbursement programs (as appropriate in the Territory).
Partner with Biogen cross-functional teams to develop the regional MS disease centers of excellence (e.g. developing work processes & communication streams) in development of Intrathecal (IT) treatment process, to ensure patients have access and troubleshoot any challenges.
Track progress of new patients starting treatment (as legally permitted and appropriate in the Territory).
Seek out and participate in external opportunities for learning, including conferences, seminars, and professional associations.
Complete and maintain timely documentation (e.g. expense reports, compliance related).
Understand and adhere to all local and global compliance standards, including adverse event reporting, patient privacy, external stakeholder engagement etc.
Qualifications
Education requirements: Bachelors Degree in Pharmacy/ Biotech/Medicine required
Driving License: holding valid local driver’s license
A minimum of 2 years experience in specialty care/ neuroscience/ MS in the Biotech/Pharmaceutical industry or in a similar role with at least one year of local experience.
Good Planning and Organizing skills
Good at seeing things through to completion, also within a matrix organization
Sets high ethical standards and complies with the Biogen values and guidelines
Fluent language skills in Arabic as well as English (writing, speaking, reading)
Additional Information

Why Biogen?

Our mission to find therapies for neurological and rare diseases is a unique focus within our industry and this shared purpose is what connects us as a team. We work together to overcome obstacles and to follow the science. We are resilient as we strive to make an impact on our patients’ lives and on changing the course of medicine. Together, we pioneer. Together, we thrive."
989,989,Campus Event Organizer,"Orelco Dhaka, Dhaka, Bangladesh On-site",Full-time,"We are seeking a highly motivated and organized individual to join our team as a Campus Event Organizer. In this role, you will be responsible for collaborating with university clubs and organizations to plan, promote and execute events on various university campuses.

Responsibilities

Collaborate with university clubs and organizations to identify event ideas and opportunities
Plan and organize events, including logistics, marketing and budget management
Coordinate with campus facilities and services to secure event venues and equipment
Promote events through various channels, including social media and traditional marketing techniques
Oversee the execution of events, including setup, on-site management and breakdown
Evaluate event success and provide feedback to university clubs and organizations

Qualifications
Strong organizational and project management skills
Experience planning and executing events
Excellent communication and collaboration skills
Strong attention to detail and ability to multitask
Ability to work independently and as part of a team
Passion for event planning and interest in university campus life

If you are a highly organized and motivated individual with a passion for event planning, we encourage you to apply today!
Drop your CV: hrd.orelco@gmail.com"
990,990,"Local Partner Network - SEA 2023 LOT 5 – Science, Technology, Innovation and Digital, South Asia",NTU International A/S South Asia Remote,Contract · Mid-Senior level,"Local Partner Network – SEA Framework Contract LOT 5 – Science, Technology, Innovation and Digital

Profile: Local Experts and/or companies
Location: South Asia
Deadline: 13/02/2023

NTU International is a leading international consulting firm providing programme management and advisory services for development projects worldwide. For almost three decades, NTU has been delivering sustainable development projects and advisory services within engineering, policy, economics, and social fields. With more than 1.100 international projects and studies already completed, and 16 project offices around the world, we have established ourselves as a leading consulting company. With the expansion of international activities and clients, NTU’s project pipeline and opportunities have grown significantly, therefore, we are looking for a motivated and result oriented individual, who is interested in experiencing our culture, intensive business environment, challenges as well as being part of our international success.

NTU is leading a consortium for the EU SIEA 2023 Framework LOT 5 – Science, Technology, Innovation and Digital and we are looking to expand our network with skilled local partners from the target countries.

The relevant sectors for this project are the following:

Digital technologies and services
Space and Earth Observation
Telecommunications
Research and Innovation

We invite interested local experts and companies to confirm their interest by submitting a short application for our Local Partner Network in your region.

If you are interested in this position, please apply and upload your profile with information on:

Name of local partner
Country of registration
Country(ies) where the entity is operating
Short description of the organisation you represent

Please also make sure that you include one or more telephone numbers.

NTU will register your interest and should there be a specific opportunity in the country of your operation we will contact you with specific details.

We encourage all applicants to follow us on LinkedIn: https://www.linkedin.com/company/ntu-international/

Only selected candidates will be contacted."
991,991,Finance & Accounts Manager,"Drinkwell Dhaka, Bangladesh",Full-time,"Position based out of Gulshan 1, Dhaka Bangladesh
Department : Finance & Accounts
Reports to (position title): CEO
Company Description
Drinkwell (www.drinkwell.com) is an award-winning water technology company backed by TPG Growth and the Rise Fund, Danone Communities, Global Innovation Fund and Unilever providing safe drinking water solutions by blending novel water filtration technology with a franchise business model. Our systems-based approach to solving the water crisis involves three steps: (1) we evaluate and design water filtration systems in partnership with Utilities (e.g., Dhaka WASA, Chattogram WASA, Rajshahi City Corporation), NGOs (e.g., BRAC, Tata Trusts, Clinton Health Access Initiative), and Development Banks (e.g., World Bank) who have the social capital to provide safe drinking water in their communities; (2) build low-cost, high-efficiency water filtration systems entrepreneurs then operate as small businesses; (3) we service the systems by providing critical support around operation and maintenance, payments and quality assurance to ensure long-term success. Our work has been featured by The Economist, BBC, Forbes, Bloomberg, and other renowned media outlets.
Key responsibilities and accountabilities
Create and maintain financial models inclusive of actual and forecasted P&L, Balance Sheet, and Cash Flow Statement.
Lead, direct, and control the organization’s financial resources to maintain and control the short and long-term financial health of the business (profitability, cash delivery)
Together with the CEO - lead the strategic planning and decision-making processes to develop and implement an organization-wide business and financial strategy/models that aligns with the organization’s vision and long-term business objectives (incl. preparation, definition and execution of the Strategic Plan and business plan for Drinkwell System (incl. revisions and gaps)
Review and improve internal control systems so that financial transactions, policies, and procedures meet the organization’s short and long-term business objectives and are conducted in accordance with local & company regulations, accounting principles, and standards. Activities may include: accounting; credit control; cash flow; investment management; tax; insurance; treasury; internal audit; budgeting and forecasting; and foreign exchange; contracts; licences.
Responsible for financial budgeting & forecasting by preparing and maintaining the Basic Costing & Budgeting heads for Drinkwell.
Manage and monitor Investments/Capex to drive growth as well as the costs of investments.
Establish and maintain positive relationships with banks, regulatory authorities and other stakeholders to ensure the business financial needs.
Create board report materials on a quarterly basis, as well as monthly business review materials by working with finance and operations personnel
Lead capital increase process as per direction of CEO.
Prepare & monitor yearly accounts, balance sheet, documentation and cooperation with lawyer for tax settlement.
Visit the field/projects/affiliated concerns and follow up through reports on all relevant transactions.
Responsible for supervising records of the daily transaction for head office along with sites.
Checking and verification of bank vouchers, transactions, and reconciliation with making sure that all procedures completed.

Academic & other requirements
At least 8+ years working experience out of which 2+ years at managerial position. Experience with Quickbooks Online a plus.
MBA or Master’s degree in relative majors (Finance and/or accounting).
Ability to lead the transformation of a fast-growing organization by developing people.
Ability to keep a helicopter view as well as going in depth into business/accounting issues and challenges.
Experience in start-ups and fundraising is a plus.
Before considering applying please review our “One Drinkwell” culture to ensure cultural fit. Interested applicants can fill out an application form and upload their CV/Resume here: https://forms.gle/Y4wFCTyY7bQeL5GM9"
992,992,Executive-NPD,"Perfetti Van Melle Bangladesh Pvt. Ltd. Gazipur District, Dhaka, Bangladesh On-site",Full-time · Associate,"JOB RESPONSIBILITIES:
Participating all industrial trials in the factory & handling NPD trials materials requisition & inventory.
Handling flavor room operations & manpower.
Maintaining existing product line recipes & create new recipes, product documents & guidelines to run the production efficiently.
Maintaining SAP & PDR activities (group recipe management).
Maintaining all NPD records & documentations.
Ensuring all new products AST studies with proper report & documentation.
Providing input into improving existing manufacturing processes.
Searching new RM`s for new product development.
Handing new vendor development activities.
Ensure product recipes as per legal legislation & make nutritional information for products.

REQUIREMENTS:
Age at most 35 years
At least 3 years of practical experience in related projects.
Professional and clear written and oral communication skills both in English & Bangla.
Good command on MS-Office (MS word, Excel, Power Point etc.)
Excellent networking, communication, negotiation and interpersonal skills.
Strong Analytical and Report-writing skills.
Ability to work effectively with people from diverse backgrounds

QUALIFICATION REQUIREMENTS:
B.SC & M.SC in Food technologies/ Engineering/ Food Science."
993,993,Security Marketing Officer,"A wel known company Dhaka, Dhaka, Bangladesh",Full-time,"Minimum five years experience in security marketing and hard working personnel who want to meet the challenge & goal

Responsibilities
Develop security marketing strategy and achieve target in economical basis"
994,994,English Content Writer (Digital Marketing Agency),"Infosystem Technology Limited Gulshan, Dhaka, Bangladesh On-site",Full-time,"Are you a creative and analytical content writer with a passion for digital marketing? If so, we want you!
Infosystem Technology Limited is looking for a talented Digital Marketing Content Writer to join our IT Firm.

In this role, you will be responsible for creating high-quality, engaging content for our website and various digital marketing channels.

The ideal candidate should be an expert in English content writing & grammar. The candidate should enjoy writing in any given topics related to Digital Marketing & Affiliate Marketing.
You should also be comfortable working with data and analyzing the performance of your content to identify areas for improvement
Excellent command of the English language, especially the rules of syntax, punctuation and grammar.
Excellent research and analytical skills.
Ability to break down complex concepts.
Excellent time management and the ability to stick to deadlines.
Good observation skills and a keen attention to detail.
Excellent creativity skills.
Proficiency in the use of word-processing software, including content management systems
In-depth knowledge of style guides.

NOTE:
You must submit your writing portfolio otherwise we don't accept CV.


Job Responsibilities

Write high-quality, engaging content for our website and various digital marketing channels
Conduct simple keyword research and use SEO guidelines to increase web traffic.
Analyze the performance of your content and identify areas for improvement
Proofread and edit content to ensure accuracy and clarity
Prepare the outlines of the topics to provide quality information to the readers.
Active communication through whatsapp and skype
Good Knowledge on Microsoft Office and Wordpress CMS

Salary Range: BDT 20000 - BDT 30000

Salary Review: After 6 Months

Festival Bonus: 2

Weekly Holidays: 2 (Friday and Saturday)

Lunch Facilities: Full Subsidize

Salary Review: Half Yearly"
995,995,Senior Software Engineer,"NexKraft Limited Dhaka, Bangladesh On-site",Full-time,"NexKraft Limited is urgently looking for a Senior Software Engineer (.NET Developer).

Job Type:
-Full-time
-IMMEDIATE JOINING

Job Responsibilities:
-Collaborate with internal teams to produce software design and architecture
-Write clean, scalable code using .NET programming languages
-Test and deploy applications and systems
-Serve as an expert on applications and provide technical support
-Work on the needful project management tools regarding sprint management (e.g. JIRA, Tempo, Slack, Bitbucket, Open VPN, Microsoft Remote Desktop, Visual Studio Code).

Experience Requirements:
-Must have 4 to 5 years of industry experience in software development
-Strong technical skills and knowledge of .NET, C#
- Must have hands-on experience with one or more programming languages including but not limited to: Java/JEE, PHP, Android, Angular JS, JavaScript, React Native, Laravel, Yii, Python etc.
-Capability and interest to learn different software stacks, languages, and frameworks
-Excellent troubleshooting and communication skills

Job Location:
-Dhaka (Dhanmondi)

Salary:
50,000 to 80,000 BDT (Negotiable based on experience)

If you think you are the best fit for this position, please send your updated CV to hello@nexkraft.com."
